,bathroomcnt,bedroomcnt,fips,garagecarcnt,yearbuilt,lotsizesquarefeet,taxvaluedollarcnt,transactiondate
48452,1.0,2.0,6037.0,,1921.0,7502.0,45684.0,2017-08-30
48453,5.5,4.0,6111.0,3.0,2005.0,132360.0,2654156.0,2017-08-30
48454,1.0,3.0,6037.0,,1950.0,7294.0,144396.0,2017-08-30
48455,2.0,2.0,6037.0,,1928.0,51693.0,151600.0,2017-08-30
48456,2.0,4.0,6037.0,,1960.0,5840.0,436557.0,2017-08-30
48457,2.0,4.0,6037.0,,1953.0,5992.0,70141.0,2017-08-30
48458,2.0,4.0,6037.0,,1977.0,7595.0,223522.0,2017-08-30
48459,2.5,4.0,6111.0,2.0,1988.0,7085.0,329305.0,2017-08-30
48460,3.0,4.0,6037.0,,1995.0,8573.0,356434.0,2017-08-30
48461,3.0,4.0,6037.0,,1953.0,8250.0,523979.0,2017-08-30
48462,1.5,3.0,6059.0,2.0,1973.0,7425.0,242785.0,2017-08-30
48463,2.0,3.0,6037.0,,1949.0,6087.0,538000.0,2017-08-30
48464,1.0,3.0,6037.0,,1955.0,5100.0,492416.0,2017-08-30
48465,2.0,3.0,6037.0,,1958.0,16565.0,449122.0,2017-08-30
48466,3.0,4.0,6037.0,,1959.0,10141.0,1313566.0,2017-08-30
48467,3.0,3.0,6059.0,2.0,1960.0,13500.0,71987.0,2017-08-30
48468,2.0,3.0,6059.0,2.0,1961.0,7100.0,55908.0,2017-08-30
48469,3.0,3.0,6037.0,,1990.0,6994.0,238583.0,2017-08-30
48470,3.0,2.0,6037.0,,1959.0,11500.0,1708516.0,2017-08-30
48471,2.0,3.0,6037.0,,1923.0,5577.0,1237000.0,2017-08-30
48472,2.0,3.0,6037.0,,1984.0,6619.0,230000.0,2017-08-30
48473,3.5,4.0,6059.0,2.0,1990.0,10395.0,1147762.0,2017-08-30
48474,3.0,4.0,6037.0,,1974.0,8493.0,367520.0,2017-08-30
48475,3.5,3.0,6059.0,2.0,1986.0,6200.0,305133.0,2017-08-30
48476,2.0,4.0,6037.0,,1926.0,7175.0,510435.0,2017-08-30
48477,2.5,3.0,6059.0,2.0,1987.0,3575.0,844888.0,2017-08-30
48478,2.0,3.0,6037.0,,1957.0,10554.0,82372.0,2017-08-30
48479,2.5,4.0,6059.0,2.0,2001.0,3668.0,661395.0,2017-08-30
48480,3.0,2.0,6037.0,,1950.0,5023.0,506119.0,2017-08-30
48481,2.5,5.0,6059.0,2.0,1965.0,6960.0,117444.0,2017-08-30
48482,4.0,4.0,6059.0,2.0,1996.0,6600.0,504350.0,2017-08-30
48483,2.0,3.0,6059.0,2.0,1996.0,6809.0,112996.0,2017-08-30
48484,3.0,3.0,6037.0,,1984.0,7492.0,219508.0,2017-08-30
48485,4.0,5.0,6037.0,,1976.0,10999.0,792000.0,2017-08-30
48486,2.0,4.0,6037.0,,1959.0,7571.0,191945.0,2017-08-30
48487,2.0,3.0,6037.0,,1953.0,6964.0,310760.0,2017-08-30
48488,2.0,3.0,6037.0,,1960.0,7561.0,339848.0,2017-08-30
48489,2.5,3.0,6059.0,2.0,1980.0,1323.0,384000.0,2017-08-30
48490,2.0,5.0,6037.0,,1951.0,7953.0,71400.0,2017-08-30
48491,2.0,3.0,6037.0,,1953.0,5844.0,474300.0,2017-08-30
48492,1.0,2.0,6037.0,,1942.0,5719.0,236045.0,2017-08-30
48493,2.0,3.0,6037.0,,1948.0,14076.0,300603.0,2017-08-30
48494,2.5,2.0,6059.0,2.0,1979.0,9000.0,552971.0,2017-08-30
48495,11.0,10.0,6037.0,,1992.0,182380.0,7924751.0,2017-08-30
48496,1.0,2.0,6037.0,,1922.0,2480.0,88349.0,2017-08-30
48497,3.0,3.0,6037.0,,1988.0,24146.0,807123.0,2017-08-30
48498,1.0,2.0,6037.0,,1938.0,4194.0,264059.0,2017-08-30
48499,2.0,3.0,6037.0,,1968.0,7296.0,169578.0,2017-08-30
48500,2.0,4.0,6037.0,,1979.0,9806.0,595241.0,2017-08-30
48501,3.0,3.0,6037.0,,2003.0,6228.0,650000.0,2017-08-30
48502,2.0,3.0,6037.0,,1962.0,5079.0,326838.0,2017-08-30
48503,2.0,3.0,6037.0,,1978.0,7239.0,152287.0,2017-08-30
48504,2.0,2.0,6037.0,,1940.0,5995.0,1449747.0,2017-08-30
48505,1.0,2.0,6037.0,,1923.0,5196.0,212870.0,2017-08-30
48506,2.0,3.0,6037.0,,1952.0,7128.0,51510.0,2017-08-30
48507,3.0,4.0,6111.0,2.0,1978.0,10338.0,251752.0,2017-08-30
48508,4.0,4.0,6059.0,2.0,1990.0,9900.0,1708632.0,2017-08-30
48509,2.0,3.0,6037.0,,1957.0,6716.0,69744.0,2017-08-30
48510,1.0,2.0,6059.0,2.0,1939.0,5400.0,261097.0,2017-08-30
48511,2.0,4.0,6037.0,,1975.0,7512.0,419003.0,2017-08-30
48512,2.0,3.0,6037.0,,1955.0,5836.0,263032.0,2017-08-30
48513,2.5,4.0,6059.0,2.0,1978.0,8400.0,806000.0,2017-08-30
48514,2.0,3.0,6059.0,2.0,1958.0,7442.0,304949.0,2017-08-30
48515,3.0,4.0,6037.0,,1932.0,5258.0,393000.0,2017-08-30
48516,2.0,4.0,6037.0,,1952.0,9862.0,471000.0,2017-08-30
48517,2.0,2.0,6037.0,,1950.0,9601.0,202306.0,2017-08-30
48518,1.0,2.0,6059.0,2.0,1949.0,34394.0,556357.0,2017-08-30
48519,2.0,3.0,6037.0,,1953.0,6824.0,85547.0,2017-08-30
48520,1.0,1.0,6037.0,,1920.0,5600.0,314727.0,2017-08-30
48521,2.5,4.0,6111.0,2.0,1979.0,8534.0,483161.0,2017-08-30
48522,3.0,3.0,6037.0,,1954.0,8981.0,134781.0,2017-08-30
48523,3.0,4.0,6111.0,2.0,2002.0,6797.0,579546.0,2017-08-30
48524,2.0,3.0,6037.0,,1989.0,5166.0,134618.0,2017-08-30
48525,2.5,3.0,6059.0,2.0,2001.0,4718.0,835000.0,2017-08-30
48526,1.0,2.0,6037.0,,1951.0,6501.0,41128.0,2017-08-30
48527,3.0,4.0,6037.0,,1994.0,8852.0,732629.0,2017-08-30
48528,2.5,4.0,6111.0,2.0,1962.0,7855.0,183870.0,2017-08-30
48529,2.5,4.0,6111.0,2.0,1965.0,6500.0,483925.0,2017-08-30
48530,3.0,3.0,6037.0,,2003.0,6230.0,534623.0,2017-08-30
48531,3.0,4.0,6037.0,,1977.0,6451.0,985500.0,2017-08-30
48532,2.0,2.0,6037.0,,1948.0,4672.0,606274.0,2017-08-30
48533,2.0,3.0,6037.0,,1953.0,6550.0,409849.0,2017-08-30
48534,1.0,2.0,6037.0,,1928.0,4091.0,318399.0,2017-08-30
48535,2.0,4.0,6111.0,2.0,1955.0,5600.0,264464.0,2017-08-30
48536,2.0,3.0,6037.0,,1945.0,5946.0,86244.0,2017-08-30
48537,2.0,3.0,6037.0,,1955.0,5345.0,213588.0,2017-08-30
48538,2.0,3.0,6037.0,,1947.0,10115.0,687649.0,2017-08-30
48539,1.0,2.0,6037.0,,1912.0,4000.0,412115.0,2017-08-30
48540,1.0,3.0,6037.0,,1936.0,5707.0,568182.0,2017-08-30
48541,1.0,3.0,6037.0,,1938.0,6869.0,383104.0,2017-08-30
48542,2.5,3.0,6059.0,2.0,1992.0,4374.0,595221.0,2017-08-30
48543,1.0,2.0,6037.0,,1950.0,5222.0,335032.0,2017-08-30
48544,3.0,4.0,6037.0,,2002.0,8010.0,335000.0,2017-08-30
48545,3.0,3.0,6037.0,,1956.0,12835.0,573416.0,2017-08-30
48546,2.0,3.0,6037.0,,1965.0,8544.0,530710.0,2017-08-30
48547,3.0,5.0,6037.0,,1965.0,5600.0,789078.0,2017-08-30
48548,1.0,2.0,6037.0,,1949.0,3532.0,241199.0,2017-08-30
48549,2.5,3.0,6059.0,,1964.0,1144.0,56991.0,2017-08-30
48550,4.0,2.0,6059.0,2.0,1988.0,5750.0,1299520.0,2017-08-30
48551,2.0,4.0,6037.0,,1969.0,5184.0,346635.0,2017-08-30
48552,3.0,3.0,6037.0,,1946.0,11324.0,790047.0,2017-08-30
48553,2.0,4.0,6037.0,,1954.0,6427.0,370000.0,2017-08-30
48554,3.0,2.0,6059.0,2.0,1989.0,7425.0,823000.0,2017-08-30
48555,2.0,4.0,6059.0,1.0,1956.0,11700.0,466024.0,2017-08-30
48556,3.0,6.0,6037.0,,1953.0,6600.0,118826.0,2017-08-30
48557,2.0,3.0,6037.0,,1963.0,6298.0,771000.0,2017-08-30
48558,3.0,3.0,6037.0,,1948.0,6523.0,605786.0,2017-08-30
48559,2.0,3.0,6037.0,,1956.0,7504.0,64358.0,2017-08-30
48560,2.0,3.0,6037.0,,1960.0,13101.0,390181.0,2017-08-30
48561,3.0,4.0,6037.0,,1938.0,4796.0,123528.0,2017-08-30
48562,1.0,2.0,6037.0,,1950.0,6221.0,384909.0,2017-08-30
48563,2.0,3.0,6037.0,,1952.0,5999.0,326341.0,2017-08-30
48564,2.0,3.0,6037.0,,1962.0,5568.0,65132.0,2017-08-30
48565,2.0,3.0,6037.0,,1976.0,8400.0,245473.0,2017-08-30
48566,2.0,3.0,6059.0,2.0,1966.0,5800.0,702158.0,2017-08-30
48567,2.0,4.0,6037.0,,1950.0,5071.0,638000.0,2017-08-30
48568,2.0,3.0,6037.0,,1922.0,7303.0,114011.0,2017-08-30
48569,2.0,3.0,6111.0,2.0,1965.0,72745.0,470524.0,2017-08-30
48570,6.0,4.0,6037.0,,2008.0,9444.0,2254530.0,2017-08-30
48571,2.0,2.0,6037.0,,1900.0,5902.0,1030432.0,2017-08-30
48572,1.0,2.0,6059.0,1.0,1912.0,5925.0,160657.0,2017-08-30
48573,4.0,4.0,6059.0,2.0,1989.0,8400.0,774553.0,2017-08-30
48574,2.0,3.0,6111.0,2.0,1979.0,9905.0,509296.0,2017-08-30
48575,1.0,1.0,6037.0,,1923.0,4501.0,215254.0,2017-08-30
48576,2.0,3.0,6037.0,,1978.0,39609.0,245533.0,2017-08-30
48577,1.0,2.0,6037.0,,1950.0,6147.0,49654.0,2017-08-30
48578,2.0,4.0,6059.0,1.0,1955.0,7209.0,52771.0,2017-08-30
48579,3.0,3.0,6059.0,2.0,2010.0,2500.0,1846417.0,2017-08-30
48580,3.0,4.0,6037.0,,2004.0,8538.0,214804.0,2017-08-30
48581,2.0,3.0,6037.0,,1986.0,20454.0,92135.0,2017-08-30
48582,3.0,4.0,6037.0,,1954.0,15901.0,213692.0,2017-08-30
48583,2.0,3.0,6037.0,,1953.0,5400.0,283500.0,2017-08-30
48584,2.0,2.0,6037.0,,1961.0,1465.0,567678.0,2017-08-30
48585,3.0,4.0,6037.0,,1961.0,5041.0,558285.0,2017-08-30
48586,1.0,4.0,6037.0,,1955.0,6272.0,380000.0,2017-08-30
48587,2.0,2.0,6037.0,,1952.0,6599.0,352291.0,2017-08-30
48588,2.0,2.0,6037.0,,1941.0,6071.0,974640.0,2017-08-30
48589,2.0,3.0,6037.0,,1983.0,2463.0,163555.0,2017-08-30
48590,2.0,3.0,6037.0,,1960.0,8228.0,217423.0,2017-08-30
48591,1.0,2.0,6037.0,,1928.0,5998.0,504428.0,2017-08-30
48592,2.0,4.0,6037.0,,1972.0,5211.0,314856.0,2017-08-30
48593,5.0,6.0,6037.0,,1978.0,11055.0,739952.0,2017-08-30
48594,2.0,5.0,6059.0,2.0,1963.0,7223.0,235501.0,2017-08-30
48595,2.0,3.0,6059.0,2.0,1967.0,6000.0,655000.0,2017-08-30
48596,1.0,3.0,6037.0,,1947.0,5700.0,85075.0,2017-08-30
48597,0.0,0.0,6059.0,,,,327761.0,2017-08-30
48598,4.0,3.0,6037.0,,1963.0,9718.0,209934.0,2017-08-30
48599,1.0,2.0,6037.0,,1937.0,6950.0,327118.0,2017-08-30
48600,2.5,4.0,6059.0,2.0,1974.0,6500.0,339550.0,2017-08-30
48601,1.0,2.0,6059.0,1.0,1955.0,6870.0,419054.0,2017-08-30
48602,4.5,4.0,6111.0,2.0,1999.0,13546.0,1158000.0,2017-08-30
48603,3.0,3.0,6037.0,,1954.0,8632.0,165629.0,2017-08-30
48604,3.0,3.0,6037.0,,1986.0,6167.0,190362.0,2017-08-30
48605,1.0,3.0,6037.0,,1961.0,6327.0,364474.0,2017-08-30
48606,4.5,5.0,6059.0,3.0,1994.0,19800.0,1583790.0,2017-08-30
48607,3.0,4.0,6037.0,,2006.0,7080.0,225708.0,2017-08-30
48608,2.0,3.0,6111.0,2.0,1967.0,5500.0,74456.0,2017-08-30
48609,1.0,2.0,6037.0,,1924.0,5628.0,504578.0,2017-08-30
48610,4.0,5.0,6037.0,,1931.0,9311.0,305534.0,2017-08-30
48611,1.0,3.0,6037.0,,1955.0,9099.0,789864.0,2017-08-30
48612,2.0,5.0,6037.0,,1920.0,8907.0,533359.0,2017-08-30
48613,2.0,3.0,6059.0,2.0,1983.0,3750.0,692407.0,2017-08-30
48614,2.0,3.0,6037.0,,1951.0,5492.0,928953.0,2017-08-30
48615,4.0,5.0,6037.0,,2004.0,5405.0,2413865.0,2017-08-30
48616,3.0,4.0,6037.0,,1962.0,7737.0,168334.0,2017-08-30
48617,4.0,4.0,6059.0,2.0,2014.0,5905.0,1054982.0,2017-08-30
48618,1.0,3.0,6037.0,,1948.0,6373.0,147033.0,2017-08-30
48619,1.0,2.0,6037.0,,1937.0,4020.0,183604.0,2017-08-30
48620,1.0,3.0,6037.0,,1923.0,6850.0,130263.0,2017-08-30
48621,2.0,3.0,6059.0,2.0,1959.0,6240.0,81706.0,2017-08-30
48622,1.0,3.0,6037.0,,1950.0,6121.0,233427.0,2017-08-30
48623,5.0,3.0,6037.0,,1963.0,11686.0,661980.0,2017-08-30
48624,4.0,2.0,6037.0,,2006.0,8769.0,328514.0,2017-08-30
48625,3.0,4.0,6037.0,,1968.0,10077.0,733806.0,2017-08-30
48626,1.0,3.0,6059.0,2.0,1921.0,8826.0,288271.0,2017-08-30
48627,4.0,4.0,6037.0,,2004.0,6299.0,3084747.0,2017-08-30
48628,2.5,3.0,6059.0,2.0,1989.0,4800.0,478640.0,2017-08-30
48629,2.0,3.0,6037.0,,1956.0,7023.0,37022.0,2017-08-30
48630,3.0,4.0,6037.0,,1996.0,31626.0,702858.0,2017-08-30
48631,2.0,4.0,6037.0,,1951.0,5285.0,175748.0,2017-08-30
48632,2.5,4.0,6059.0,2.0,1969.0,1897.0,215311.0,2017-08-30
48633,1.0,1.0,6037.0,,1910.0,6768.0,145018.0,2017-08-30
48634,3.0,3.0,6037.0,,2004.0,7156.0,257847.0,2017-08-30
48635,2.0,5.0,6037.0,,1966.0,7397.0,426404.0,2017-08-30
48636,2.0,3.0,6037.0,,1954.0,8802.0,159037.0,2017-08-30
48637,1.0,3.0,6037.0,,1951.0,5444.0,337304.0,2017-08-30
48638,2.0,3.0,6037.0,,1927.0,7495.0,275493.0,2017-08-30
48639,3.0,3.0,6037.0,,2010.0,,467008.0,2017-08-30
48640,2.0,3.0,6037.0,,1926.0,7500.0,195294.0,2017-08-30
48641,3.0,4.0,6037.0,,1975.0,10962.0,140665.0,2017-08-30
48642,3.5,5.0,6059.0,2.0,1990.0,6900.0,418817.0,2017-08-30
48643,1.0,3.0,6037.0,,1949.0,6096.0,374072.0,2017-08-30
48644,1.0,2.0,6037.0,,1925.0,5530.0,395000.0,2017-08-30
48645,2.0,3.0,6037.0,,1958.0,10184.0,373429.0,2017-08-30
48646,2.0,3.0,6037.0,,2007.0,7009.0,219000.0,2017-08-30
48647,2.0,3.0,6111.0,2.0,1953.0,7688.0,49605.0,2017-08-30
48648,2.0,4.0,6037.0,,1964.0,7830.0,160825.0,2017-08-30
48649,1.0,3.0,6111.0,1.0,1956.0,6000.0,239881.0,2017-08-30
48650,4.5,3.0,6059.0,3.0,2005.0,10102.0,2057552.0,2017-08-30
48651,2.0,4.0,6037.0,,2014.0,7500.0,267010.0,2017-08-30
48652,1.0,4.0,6037.0,,1951.0,11983.0,170606.0,2017-08-30
48653,1.0,3.0,6037.0,,1951.0,7080.0,401023.0,2017-08-30
48654,2.0,3.0,6037.0,,1963.0,7047.0,150151.0,2017-08-30
48655,3.0,4.0,6037.0,,1961.0,13540.0,572790.0,2017-08-30
48656,3.0,4.0,6037.0,,1968.0,11664.0,150304.0,2017-08-30
48657,2.5,4.0,6111.0,2.0,1989.0,10433.0,474046.0,2017-08-30
48658,1.0,2.0,6037.0,,1910.0,7500.0,417267.0,2017-08-30
48659,3.0,3.0,6037.0,,1922.0,6751.0,1603569.0,2017-08-30
48660,3.0,4.0,6059.0,2.0,1965.0,2550.0,1630022.0,2017-08-30
48661,2.0,3.0,6037.0,,1960.0,7940.0,214452.0,2017-08-30
48662,3.5,4.0,6111.0,2.0,1993.0,15269.0,612977.0,2017-08-30
48663,2.5,4.0,6059.0,2.0,1999.0,5369.0,633212.0,2017-08-30
48664,3.0,4.0,6037.0,,2005.0,6127.0,620400.0,2017-08-30
48665,1.0,3.0,6037.0,,1956.0,2462.0,196750.0,2017-08-30
48666,1.0,2.0,6037.0,,1938.0,7499.0,47789.0,2017-08-30
48667,2.5,3.0,6059.0,2.0,1992.0,1960.0,467971.0,2017-08-30
48668,2.5,4.0,6111.0,2.0,2001.0,8617.0,860270.0,2017-08-30
48669,2.0,3.0,6037.0,,2003.0,9584.0,302000.0,2017-08-30
48670,2.5,4.0,6059.0,2.0,1967.0,4672.0,698057.0,2017-08-30
48671,2.0,3.0,6037.0,,1954.0,7466.0,457000.0,2017-08-30
48672,2.0,4.0,6059.0,2.0,1971.0,7425.0,695000.0,2017-08-30
48673,3.0,5.0,6037.0,,1971.0,5180.0,540200.0,2017-08-30
48674,1.0,1.0,6037.0,,1942.0,557296.0,78000.0,2017-08-30
48675,1.0,2.0,6037.0,,1986.0,5248.0,102920.0,2017-08-30
48676,2.0,3.0,6037.0,,1957.0,5081.0,254648.0,2017-08-30
48677,2.5,4.0,6059.0,2.0,1980.0,5200.0,565887.0,2017-08-30
48678,2.0,3.0,6059.0,2.0,1962.0,6000.0,68808.0,2017-08-30
48679,2.0,4.0,6037.0,,1965.0,8882.0,532592.0,2017-08-30
48680,2.0,4.0,6037.0,,1955.0,5700.0,514037.0,2017-08-30
48681,1.5,2.0,6059.0,,1971.0,981.0,319000.0,2017-08-30
48682,2.0,3.0,6037.0,,1953.0,5699.0,634832.0,2017-08-30
48683,2.0,4.0,6037.0,,1977.0,6148.0,114569.0,2017-08-30
48684,2.0,3.0,6059.0,2.0,1972.0,9100.0,636549.0,2017-08-30
48685,2.0,3.0,6037.0,,1949.0,6671.0,734025.0,2017-08-30
48686,2.0,3.0,6037.0,,1964.0,6877.0,355446.0,2017-08-30
48687,2.0,4.0,6111.0,2.0,1964.0,8090.0,552000.0,2017-08-30
48688,2.0,4.0,6037.0,,1940.0,6653.0,698000.0,2017-08-30
48689,2.0,3.0,6037.0,,1985.0,2407.0,105039.0,2017-08-30
48690,2.0,3.0,6037.0,,1957.0,8245.0,450420.0,2017-08-30
48691,2.0,3.0,6037.0,,1941.0,7553.0,212775.0,2017-08-30
48692,2.0,3.0,6037.0,,1965.0,6803.0,399442.0,2017-08-30
48693,3.0,3.0,6059.0,2.0,1997.0,1500.0,376187.0,2017-08-30
48694,3.0,4.0,6037.0,,1964.0,13288.0,846228.0,2017-08-30
48695,2.0,3.0,6059.0,2.0,1971.0,2405.0,84464.0,2017-08-30
48696,1.0,2.0,6059.0,1.0,1955.0,6025.0,440101.0,2017-08-30
48697,4.0,3.0,6037.0,,1961.0,14502.0,2392541.0,2017-08-30
48698,2.0,3.0,6111.0,2.0,1960.0,7900.0,293440.0,2017-08-30
48699,2.0,3.0,6037.0,,1957.0,9909.0,68091.0,2017-08-30
48700,3.5,4.0,6059.0,2.0,1986.0,4200.0,463429.0,2017-08-30
48701,1.0,3.0,6037.0,,1931.0,4519.0,42203.0,2017-08-30
48702,3.0,3.0,6059.0,2.0,1962.0,10002.0,847794.0,2017-08-30
48703,3.0,3.0,6037.0,,1994.0,6350.0,159286.0,2017-08-30
48704,1.0,2.0,6037.0,,1915.0,9017.0,180374.0,2017-08-30
48705,2.0,3.0,6037.0,,1960.0,8536.0,326331.0,2017-08-30
48706,2.0,3.0,6059.0,1.0,1953.0,9324.0,54382.0,2017-08-30
48707,2.0,3.0,6037.0,,1952.0,6114.0,539746.0,2017-08-30
48708,3.0,5.0,6037.0,,1995.0,6118.0,457701.0,2017-08-30
48709,2.0,3.0,6037.0,,1980.0,8889.0,211247.0,2017-08-30
48710,3.0,3.0,6037.0,,1990.0,7638.0,244549.0,2017-08-30
48711,2.0,3.0,6111.0,2.0,1963.0,6281.0,298261.0,2017-08-30
48712,4.0,4.0,6037.0,,1950.0,5051.0,1708631.0,2017-08-30
48713,2.0,3.0,6059.0,2.0,1973.0,3171.0,244903.0,2017-08-30
48714,2.0,4.0,6037.0,,1950.0,6993.0,2610000.0,2017-08-30
48715,1.0,3.0,6037.0,,1954.0,5737.0,34946.0,2017-08-30
48716,3.0,4.0,6111.0,2.0,1961.0,8000.0,269721.0,2017-08-30
48717,1.0,3.0,6037.0,,1952.0,5250.0,263966.0,2017-08-30
48718,3.0,3.0,6037.0,,1949.0,18129.0,258928.0,2017-08-30
48719,2.0,3.0,6059.0,0.0,1959.0,15652.0,851536.0,2017-08-30
48720,2.0,3.0,6037.0,,1956.0,5427.0,234319.0,2017-08-30
48721,2.0,3.0,6059.0,2.0,1963.0,6000.0,66551.0,2017-08-30
48722,5.0,3.0,6037.0,,1978.0,8445.0,1823166.0,2017-08-30
48723,4.0,6.0,6059.0,2.0,1969.0,7935.0,445187.0,2017-08-30
48724,2.0,2.0,6037.0,,1989.0,6228.0,109839.0,2017-08-31
48725,1.0,3.0,6037.0,,1937.0,3323.0,130533.0,2017-08-31
48726,2.0,2.0,6037.0,,1942.0,5753.0,479332.0,2017-08-31
48727,2.0,4.0,6037.0,,1960.0,31710.0,895640.0,2017-08-31
48728,1.5,4.0,6059.0,1.0,1959.0,6100.0,278183.0,2017-08-31
48729,3.0,6.0,6059.0,2.0,1970.0,9600.0,585528.0,2017-08-31
48730,2.0,3.0,6037.0,,1985.0,10974.0,153848.0,2017-08-31
48731,2.0,3.0,6037.0,,1990.0,7540.0,172304.0,2017-08-31
48732,3.0,5.0,6037.0,,1906.0,12323.0,751732.0,2017-08-31
48733,1.0,1.0,6037.0,,1923.0,909.0,172958.0,2017-08-31
48734,2.0,3.0,6037.0,,1963.0,7365.0,339113.0,2017-08-31
48735,2.0,2.0,6037.0,,1960.0,12250.0,97083.0,2017-08-31
48736,1.0,2.0,6037.0,,1941.0,4800.0,435000.0,2017-08-31
48737,4.5,4.0,6059.0,2.0,2007.0,8830.0,1498000.0,2017-08-31
48738,3.0,3.0,6037.0,,2004.0,5696.0,588000.0,2017-08-31
48739,2.0,3.0,6037.0,,1951.0,,475621.0,2017-08-31
48740,1.0,3.0,6037.0,,1952.0,5001.0,275962.0,2017-08-31
48741,2.0,4.0,6037.0,,1947.0,5205.0,101224.0,2017-08-31
48742,2.0,2.0,6037.0,,1963.0,3844.0,818070.0,2017-08-31
48743,2.0,3.0,6037.0,,1965.0,9513.0,67470.0,2017-08-31
48744,2.0,4.0,6059.0,2.0,1972.0,6820.0,422093.0,2017-08-31
48745,3.0,3.0,6037.0,,2004.0,7500.0,304000.0,2017-08-31
48746,3.0,3.0,6037.0,,1966.0,11482.0,133946.0,2017-08-31
48747,1.0,4.0,6037.0,,1919.0,6250.0,64151.0,2017-08-31
48748,5.5,5.0,6111.0,3.0,2001.0,13449.0,1863856.0,2017-08-31
48749,2.0,4.0,6037.0,,1985.0,46150.0,97325.0,2017-08-31
48750,1.5,3.0,6059.0,2.0,1952.0,6100.0,530000.0,2017-08-31
48751,2.0,3.0,6059.0,2.0,1963.0,6060.0,251844.0,2017-08-31
48752,2.0,2.0,6037.0,,1950.0,5409.0,36601.0,2017-08-31
48753,3.0,4.0,6037.0,,1988.0,7351.0,1842789.0,2017-08-31
48754,2.5,3.0,6111.0,2.0,1996.0,6937.0,294603.0,2017-08-31
48755,2.0,3.0,6037.0,,1949.0,6257.0,445000.0,2017-08-31
48756,2.0,3.0,6037.0,,1962.0,6300.0,52966.0,2017-08-31
48757,1.0,5.0,6037.0,,1900.0,4171.0,717618.0,2017-08-31
48758,2.0,4.0,6037.0,,1958.0,7136.0,80309.0,2017-08-31
48759,3.0,4.0,6037.0,,1980.0,7671.0,395801.0,2017-08-31
48760,1.0,2.0,6037.0,,1921.0,3362.0,215970.0,2017-08-31
48761,3.0,3.0,6037.0,,1952.0,17953.0,1002269.0,2017-08-31
48762,3.0,4.0,6037.0,,1988.0,5752.0,165394.0,2017-08-31
48763,1.0,2.0,6037.0,,1931.0,3635.0,166415.0,2017-08-31
48764,3.0,4.0,6037.0,,1971.0,7711.0,3075537.0,2017-08-31
48765,3.0,5.0,6111.0,2.0,2006.0,4347.0,754000.0,2017-08-31
48766,1.0,2.0,6037.0,,1949.0,6044.0,255670.0,2017-08-31
48767,2.5,3.0,6059.0,2.0,1987.0,3600.0,424168.0,2017-08-31
48768,3.0,3.0,6037.0,,2007.0,7219.0,295700.0,2017-08-31
48769,2.0,2.0,6037.0,,1955.0,12413.0,447918.0,2017-08-31
48770,2.0,4.0,6059.0,1.0,1960.0,8143.0,54305.0,2017-08-31
48771,4.0,4.0,6037.0,,1965.0,33460.0,1863960.0,2017-08-31
48772,2.0,3.0,6037.0,,1951.0,6994.0,432901.0,2017-08-31
48773,2.0,4.0,6037.0,,1945.0,5996.0,422000.0,2017-08-31
48774,1.0,3.0,6037.0,,1948.0,6135.0,501702.0,2017-08-31
48775,1.0,3.0,6037.0,,1912.0,6375.0,200660.0,2017-08-31
48776,2.0,3.0,6037.0,,1941.0,5949.0,558386.0,2017-08-31
48777,3.0,4.0,6059.0,2.0,1998.0,4921.0,410333.0,2017-08-31
48778,3.5,3.0,6059.0,2.0,1994.0,5937.0,942818.0,2017-08-31
48779,1.0,3.0,6037.0,,1914.0,29040.0,83293.0,2017-08-31
48780,2.0,3.0,6037.0,,1954.0,7489.0,252302.0,2017-08-31
48781,3.0,4.0,6059.0,2.0,1988.0,6758.0,332306.0,2017-08-31
48782,2.5,3.0,6059.0,2.0,1993.0,4371.0,415409.0,2017-08-31
48783,3.0,3.0,6059.0,2.0,1956.0,10300.0,307259.0,2017-08-31
48784,3.0,3.0,6037.0,,1928.0,9144.0,1054496.0,2017-08-31
48785,2.5,3.0,6059.0,2.0,1989.0,3200.0,231131.0,2017-08-31
48786,1.0,2.0,6037.0,,1942.0,7046.0,626943.0,2017-08-31
48787,3.0,4.0,6037.0,,2001.0,17354.0,741473.0,2017-08-31
48788,1.0,2.0,6037.0,,1953.0,4211.0,400350.0,2017-08-31
48789,2.0,3.0,6037.0,,1976.0,11606.0,338082.0,2017-08-31
48790,1.0,2.0,6037.0,,1950.0,5158.0,190261.0,2017-08-31
48791,2.0,2.0,6059.0,2.0,1988.0,8000.0,485581.0,2017-08-31
48792,1.0,4.0,6037.0,,1923.0,6749.0,623961.0,2017-08-31
48793,2.0,3.0,6037.0,,1948.0,5994.0,282511.0,2017-08-31
48794,2.0,2.0,6037.0,,1942.0,5336.0,34745.0,2017-08-31
48795,2.5,3.0,6059.0,2.0,1968.0,8060.0,455490.0,2017-08-31
48796,2.0,3.0,6111.0,2.0,1976.0,9000.0,440098.0,2017-08-31
48797,2.0,3.0,6037.0,,1953.0,13024.0,456862.0,2017-08-31
48798,1.0,2.0,6037.0,,1940.0,6133.0,235041.0,2017-08-31
48799,2.0,4.0,6037.0,,1957.0,5986.0,231514.0,2017-08-31
48800,2.0,2.0,6037.0,,1929.0,4869.0,544173.0,2017-08-31
